ID_ESSAI;ID_ESPECE;ESPECE;ANNEE;ID_DEPARTEMENT;DEPARTEMENT;NB_PARCELLE (rdt15);Responsable;Code postal;Site expérimental;Commune
145436;17;BLE TENDRE;2019;36;INDRE;52;E.BARANGER;36100;THIZAY;THIZAY
145437;17;BLE TENDRE;2019;77;SEINE ET MARNE;80;Brelot / Porrez;77710;REMAUVILLE;REMAUVILLE
145438;27;ORGE D'HIVER;2019;21;COTE D'OR;21;Diane CHAVASSIEUX;21700;;VILLEBICHOT
145439;27;ORGE D'HIVER;2019;27;EURE;44;CHOLLET Agnès;27170;ECARDENVILLE LA CAMPAGNE;ECARDENVILLE-LA-CAMPAGNE
145441;28;ORGE DE PRINTEMPS;2019;18;CHER;36;E.Baranger;18340;IHSR;PLAIMPIED-GIVAUDINS
145442;40;BLE DUR;2019;41;LOIR ET CHER;40;TREGUIER;41500;villeroclin;LA CHAPELLE-SAINT-MARTIN-EN-PLAINE
145451;17;BLE TENDRE;2019;29;FINISTERE;168;E.QUEMENER/E.MASSON;29270;;CARHAIX-PLOUGUER
145454;17;BLE TENDRE;2019;17;CHARENTE MARITIME;112;Céline Drillaud;17540;;NUAILLE-D'AUNIS
145455;17;BLE TENDRE;2018;45;LOIRET;36;;45300;;PITHIVIERS-LE-VIEIL
145458;17;BLE TENDRE;2019;18;CHER;16;E. BARANGER;18570;LE CHAUMOY BTH;LE SUBDRAY
145460;17;BLE TENDRE;2019;91;ESSONNE;12;Brelot / Porrez;91720;Station de BOIGNEVILLE;BOIGNEVILLE
145472;17;BLE TENDRE;2019;41;LOIR ET CHER;48;A. TREGUIER;41240;Chandry;OUZOUER-LE-MARCHE
145473;17;BLE TENDRE;2019;91;ESSONNE;4;DESWARTE Jean-Charles;91190;;VILLIERS-LE-BACLE
145474;27;ORGE D'HIVER;2019;91;ESSONNE;4;DESWARTE Jean-Charles;91190;;VILLIERS-LE-BACLE
145475;27;ORGE D'HIVER;2019;81;TARN;20;HELIAS Régis;81600;MONTANS;MONTANS
145476;27;ORGE D'HIVER;2019;17;CHARENTE MARITIME;20;Céline Drillaud;17700;Magneraud;SAINT-PIERRE-D'AMILLY
145477;27;ORGE D'HIVER;2019;81;TARN;12;HELIAS Régis;81600;MONTANS;MONTANS
145478;27;ORGE D'HIVER;2019;17;CHARENTE MARITIME;12;Céline Drillaud;17700;Magneraud;SAINT-PIERRE-D'AMILLY
145481;17;BLE TENDRE;2019;41;LOIR ET CHER;36;M.Bonnefoy;41240;phenofield;OUZOUER-LE-MARCHE
145482;17;BLE TENDRE;2019;41;LOIR ET CHER;168;M.Bonnefoy;41240;;OUZOUER-LE-MARCHE
145483;17;BLE TENDRE;2019;24;DORDOGNE;42;DUCELLIER;24440;;SAINTE-SABINE-BORN
145484;17;BLE TENDRE;2019;30;GARD;48;P.BRAUN;30000;LANSARGUES;(Commune du Gard)
145488;40;BLE DUR;2019;30;GARD;24;P.BRAUN;30300;;FOURQUES
145489;40;BLE DUR;2019;84;VAUCLUSE;16;P.BRAUN;84430;MONDRAGON;MONDRAGON
145490;27;ORGE D'HIVER;2019;56;MORBIHAN;40;Masson-Quemener;56500;Le Naud chez J.P. LEMENAHEZE;BIGNAN
145491;49;SORGHO (HORS SEMENCE);2018;31;HAUTE GARONNE;8;MARSAC;31290;VIEILLEVIGNE;VIEILLEVIGNE
145492;17;BLE TENDRE;2019;18;CHER;54;E.Baranger;18340;HMIXTE;LAPAN
145493;17;BLE TENDRE;2019;56;MORBIHAN;16;Masson Quemener;56500;(Le naud);BIGNAN
145494;40;BLE DUR;2019;30;GARD;19;P.BRAUN;30300;FOURQUES;FOURQUES
145495;40;BLE DUR;2019;30;GARD;33;P.BRAUN;30320;Marguerittes;MARGUERITTES
145496;96;TOUTES ESPECES;2019;55;MEUSE;9;Pierson;55160;;SAINT-HILAIRE-EN-WOEVRE
145499;17;BLE TENDRE;2018;69;RHONE;12;Thibaut RAY;69330;PUSIGNAN;PUSIGNAN
145500;27;ORGE D'HIVER;2019;69;RHONE;14;Yves POUSSET;69330;PUSIGNAN;PUSIGNAN
145501;17;BLE TENDRE;2019;68;HAUT RHIN;15;LASSERRE Didier;68320;Plateforme innovations;GRUSSENHEIM
145502;19;TRITICALE;2019;91;ESSONNE;24;Brelot / Porrez;91720;précédent LAB;BOIGNEVILLE
145503;17;BLE TENDRE;2019;26;DROME;3;Pousset;26800;;ETOILE-SUR-RHONE
145505;17;BLE TENDRE;2019;44;LOIRE ATLANTIQUE;5;BODILIS;44370;Station de LA JAILLIERE;LA CHAPELLE-SAINT-SAUVEUR
145506;89;CAP EN INTERESPECES;2019;81;TARN;40;HELIAS Régis;81500;GIROUSSENS;GIROUSSENS
145507;89;CAP EN INTERESPECES;2019;4;ALPES DE HAUTE PROVENCE;94;BEAUCHENE;4800;GREOUX Bonelli;GREOUX-LES-BAINS
145509;89;CAP EN INTERESPECES;2019;13;BOUCHES DU RHONE;114;P.BRAUN;13200;ARLES;ARLES
145514;28;ORGE DE PRINTEMPS;2019;91;ESSONNE;4;DESWARTE Jean-Charles;91190;VILLIERS LE BACLE;VILLIERS-LE-BACLE
145517;17;BLE TENDRE;2019;60;OISE;6;DENIS thierry;60360;FRUCTIDOR;AUCHY-LA-MONTAGNE
145518;17;BLE TENDRE;2019;60;OISE;6;DENIS thierry;60360;CHEVIGNON;AUCHY-LA-MONTAGNE
145523;17;BLE TENDRE;2019;51;MARNE;32;A. Decarrier;51240;;COUPEVILLE
145525;37;AVOINE;2019;41;LOIR ET CHER;36;BONNEFOY;41370;JOSNES;JOSNES
145526;17;BLE TENDRE;2019;77;SEINE ET MARNE;44;G Véricel;77120;Ranchien;MAROLLES-EN-BRIE
145532;17;BLE TENDRE;2018;14;CALVADOS;59;VERGER;14740;;BRETTEVILLE-L'ORGUEILLEUSE
145534;96;TOUTES ESPECES;2019;51;MARNE;20;Ph.HAUPRICH;51460;AREP;POIX
145535;96;TOUTES ESPECES;2019;44;LOIRE ATLANTIQUE;15;AM Bodilis;44370;La Jaillière;LA CHAPELLE-SAINT-SAUVEUR
145538;94;INTERESPECES TOUTES CULTURES DE VENTE;2019;85;VENDEE;15;Alain Bouthier;85420;OULMES FERTIOPTI;OULMES
145541;47;MAIS GRAIN;2019;69;RHONE;90;Thibaut RAY;69330;PUSIGNAN;PUSIGNAN
145543;28;ORGE DE PRINTEMPS;2019;17;CHARENTE MARITIME;64;C. Drillaud;17170;;CRAMCHABAN
145544;28;ORGE DE PRINTEMPS;2019;17;CHARENTE MARITIME;52;Céline Drillaud;17240;;BOIS
145545;28;ORGE DE PRINTEMPS;2019;17;CHARENTE MARITIME;68;Céline Drillaud;17800;;SAINT-SEURIN-DE-PALENNE
145546;96;TOUTES ESPECES;2019;31;HAUTE GARONNE;20;Anthony Cazaban;31290;VIEILLEVIGNE;VIEILLEVIGNE
145548;96;TOUTES ESPECES;2019;64;PYRENEES ATLANTIQUES;28;;64320;;SENDETS
145550;19;TRITICALE;2019;91;ESSONNE;24;Porrez;91720;précédent SD;BOIGNEVILLE
145552;47;MAIS GRAIN;2019;44;LOIRE ATLANTIQUE;77;MANGEL;44680;Ste Pazanne;SAINTE-PAZANNE
145553;47;MAIS GRAIN;2019;72;SARTHE;52;MANGEL;72170;;DOUCELLES
145554;47;MAIS GRAIN;2019;85;VENDEE;80;MOYNIER;85150;;SAINTE-FLAIVE-DES-LOUPS
145555;47;MAIS GRAIN;2019;28;EURE ET LOIR;53;MANGEL;28200;;LUTZ-EN-DUNOIS
145557;47;MAIS GRAIN;2019;41;LOIR ET CHER;54;MANGEL;41100;;SELOMMES
145558;47;MAIS GRAIN;2019;41;LOIR ET CHER;51;MANGEL;41290;;OUCQUES
145559;47;MAIS GRAIN;2019;41;LOIR ET CHER;70;MANGEL;41310;;SAINT-AMAND-LONGPRE
145560;47;MAIS GRAIN;2019;10;AUBE;49;MANGEL;10130;;AUXON
145561;47;MAIS GRAIN;2019;45;LOIRET;51;MANGEL;45150;;DARVOY
145562;47;MAIS GRAIN;2019;77;SEINE ET MARNE;104;MANGEL;77169;;CHAUFFRY
145563;47;MAIS GRAIN;2019;27;EURE;108;Mangel;27910;;RENNEVILLE
145564;47;MAIS GRAIN;2019;72;SARTHE;103;Mangel;72260;;MAROLLES-LES-BRAULTS
145565;47;MAIS GRAIN;2019;35;ILLE ET VILAINE;108;MANGEL;35133;;LUITRE
145566;47;MAIS GRAIN;2019;1;AIN;48;Thibaut RAY;1800;BOURG-SAINT-CHRISTOPHE;BOURG-SAINT-CHRISTOPHE
145567;47;MAIS GRAIN;2019;26;DROME;54;MANGEL;26140;;ANNEYRON
145569;47;MAIS GRAIN;2019;17;CHARENTE MARITIME;54;MANGEL;17290;;AIGREFEUILLE-D'AUNIS
145570;47;MAIS GRAIN;2019;17;CHARENTE MARITIME;53;MANGEL;17770;;AUMAGNE
145571;47;MAIS GRAIN;2019;17;CHARENTE MARITIME;72;MOYNIER;17240;;SAINT-SIGISMOND-DE-CLERMONT
145572;47;MAIS GRAIN;2019;85;VENDEE;48;MANGEL;85400;;LUCON
145573;47;MAIS GRAIN;2019;17;CHARENTE MARITIME;54;MANGEL;17400;;SAINT-JEAN-D'ANGELY
145574;47;MAIS GRAIN;2019;17;CHARENTE MARITIME;52;MANGEL;17470;;PAILLE
145577;47;MAIS GRAIN;2019;40;LANDES;54;MANGEL;40090;;SAINT-MARTIN-D'ONEY
145578;47;MAIS GRAIN;2019;64;PYRENEES ATLANTIQUES;54;MANGEL;64370;;HAGETAUBIN
145579;47;MAIS GRAIN;2019;65;HAUTES PYRENEES;54;MANGEL;65500;;CAMALES
145580;47;MAIS GRAIN;2019;65;HAUTES PYRENEES;54;MANGEL;65500;;NOUILHAN
145582;47;MAIS GRAIN;2019;33;GIRONDE;54;MANGEL;33190;;BOURDELLES
145583;47;MAIS GRAIN;2019;81;TARN;54;MANGEL;81600;;RIVIERES
145584;47;MAIS GRAIN;2019;40;LANDES;64;C. ALIAGA;40410;Saugnacq et Muret;SAUGNACQ-ET-MURET
145585;47;MAIS GRAIN;2019;16;CHARENTE;55;MANGEL;16460;;CHENON
145586;47;MAIS GRAIN;2019;1;AIN;54;MANGEL;1800;;SAINT-MAURICE-DE-GOURDANS
145587;47;MAIS GRAIN;2019;31;HAUTE GARONNE;60;LACHURIE Jean-Pierre;31560;CALMONT;CALMONT
145588;47;MAIS GRAIN;2019;1;AIN;60;MANGEL;1240;;MARLIEUX
145589;47;MAIS GRAIN;2019;3;ALLIER;78;MALAVAL JUERY;3500;ST POURCAIN SUR SIOULE;SAINT-POURCAIN-SUR-SIOULE
145591;47;MAIS GRAIN;2019;38;ISERE;67;MANGEL;38260;;MARCILLOLES
145592;47;MAIS GRAIN;2019;38;ISERE;63;MANGEL;38260;;GILLONNAY
145593;47;MAIS GRAIN;2019;68;HAUT RHIN;71;MANGEL;68127;;SAINTE-CROIX-EN-PLAINE
145594;47;MAIS GRAIN;2019;17;CHARENTE MARITIME;72;MANGEL;17290;;AIGREFEUILLE-D'AUNIS
145595;47;MAIS GRAIN;2019;17;CHARENTE MARITIME;71;MANGEL;17770;;AUMAGNE
145596;47;MAIS GRAIN;2019;17;CHARENTE MARITIME;72;MANGEL;17400;;SAINT-JEAN-D'ANGELY
145597;47;MAIS GRAIN;2019;17;CHARENTE MARITIME;59;MANGEL;17600;;SABLONCEAUX
145598;47;MAIS GRAIN;2019;85;VENDEE;120;MOYNIER;85200;Auzay;AUZAY
145599;47;MAIS GRAIN;2019;86;VIENNE;60;MANGEL;86160;;MAGNE
145601;47;MAIS GRAIN;2019;40;LANDES;71;MANGEL;40410;;LIPOSTHEY
145602;47;MAIS GRAIN;2019;40;LANDES;68;MANGEL;40210;;SOLFERINO
145603;47;MAIS GRAIN;2019;40;LANDES;71;MANGEL;40400;;MEILHAN
145604;47;MAIS GRAIN;2019;65;HAUTES PYRENEES;72;MANGEL;65500;;CAMALES
145606;47;MAIS GRAIN;2019;81;TARN;72;MANGEL;81600;;RIVIERES
145607;47;MAIS GRAIN;2019;16;CHARENTE;72;MANGEL;16460;;CHENON
145608;47;MAIS GRAIN;2019;68;HAUT RHIN;72;MANGEL;68740;;RUSTENHART
145609;47;MAIS GRAIN;2019;17;CHARENTE MARITIME;59;MANGEL;17600;;SABLONCEAUX
145610;47;MAIS GRAIN;2019;3;ALLIER;71;MANGEL;3340;;SAINT-GERAND-DE-VAUX
145611;47;MAIS GRAIN;2019;1;AIN;54;MANGEL;1240;;MARLIEUX
145612;47;MAIS GRAIN;2019;1;AIN;64;MANGEL;1400;;ROMANS
145613;47;MAIS GRAIN;2019;3;ALLIER;48;MANGEL;3340;SAINT GERAND DE VAUX;SAINT-GERAND-DE-VAUX
145614;47;MAIS GRAIN;2019;21;COTE D'OR;45;MANGEL;21170;;LOSNE
145615;47;MAIS GRAIN;2019;67;BAS RHIN;54;MANGEL;67870;;GRIESHEIM-PRES-MOLSHEIM
145616;47;MAIS GRAIN;2019;67;BAS RHIN;85;LASSERRE Didier;67230;;WESTHOUSE
145617;47;MAIS GRAIN;2019;68;HAUT RHIN;44;MANGEL;68127;;OBERHERGHEIM
145618;47;MAIS GRAIN;2019;68;HAUT RHIN;54;MANGEL;68127;;SAINTE-CROIX-EN-PLAINE
145619;47;MAIS GRAIN;2019;56;MORBIHAN;99;Masson-Quemener;56500;;BIGNAN
145620;47;MAIS GRAIN;2019;28;EURE ET LOIR;107;MANGEL;28150;;RECLAINVILLE
145621;47;MAIS GRAIN;2019;80;SOMME;97;;80200;ESTREES MONS;ESTREES-MONS
145622;47;MAIS GRAIN;2019;41;LOIR ET CHER;102;BOISSIERES;41370;RESTREINT;JOSNES
145623;47;MAIS GRAIN;2019;14;CALVADOS;84;MANGEL;14480;;SAINT-GABRIEL-BRECY
145624;47;MAIS GRAIN;2019;22;COTES D'ARMOR;90;MANGEL;22590;;TREGOMEUR
145625;47;MAIS GRAIN;2019;35;ILLE ET VILAINE;89;MANGEL;35740;;PACE
145626;47;MAIS GRAIN;2019;35;ILLE ET VILAINE;87;MANGEL;35650;;LE RHEU
145628;47;MAIS GRAIN;2019;56;MORBIHAN;83;MANGEL;56390;;LOCMARIA-GRAND-CHAMP
145629;47;MAIS GRAIN;2019;61;ORNE;89;MANGEL;61250;;LONRAI
145630;47;MAIS GRAIN;2019;28;EURE ET LOIR;106;MANGEL;28310;;GOUILLONS
145632;47;MAIS GRAIN;2019;60;OISE;84;MANGEL;60660;;SAINT-VAAST-LES-MELLO
145634;47;MAIS GRAIN;2019;78;YVELINES;90;MANGEL;78660;;PARAY-DOUAVILLE
145635;47;MAIS GRAIN;2019;8;ARDENNES;84;MANGEL;8220;;SAINT-QUENTIN-LE-PETIT
145636;47;MAIS GRAIN;2019;14;CALVADOS;88;MANGEL;14480;;SAINT-GABRIEL-BRECY
145638;47;MAIS GRAIN;2019;22;COTES D'ARMOR;78;MANGEL;22200;;SQUIFFIEC
145639;47;MAIS GRAIN;2019;22;COTES D'ARMOR;90;MANGEL;22590;;TREGOMEUR
145640;47;MAIS GRAIN;2019;22;COTES D'ARMOR;79;MANGEL;22590;;TREGOMEUR
145641;47;MAIS GRAIN;2019;35;ILLE ET VILAINE;81;MANGEL;35460;;MONTOURS
145642;47;MAIS GRAIN;2019;22;COTES D'ARMOR;104;MANGEL;22250;;SEVIGNAC
145644;47;MAIS GRAIN;2019;61;ORNE;89;MANGEL;61500;;SEES
145645;47;MAIS GRAIN;2019;62;PAS DE CALAIS;90;MANGEL;62182;;VILLERS-LES-CAGNICOURT
145647;47;MAIS GRAIN;2019;39;JURA;57;CHAVASSIEUX D;39410;SAINT AUBIN;SAINT-AUBIN
145648;47;MAIS GRAIN;2019;1;AIN;85;Thibaut RAY;1600;MISERIEUX;MISERIEUX
145649;47;MAIS GRAIN;2019;38;ISERE;66;Thibaut RAY;38260;MARCILLOLES;MARCILLOLES
145650;47;MAIS GRAIN;2019;68;HAUT RHIN;57;LASSERRE Didier;68600;HAUMESSER;HETTENSCHLAG
145652;47;MAIS GRAIN;2019;68;HAUT RHIN;100;LASSERRE Didier;68600;HAUMESSER;HETTENSCHLAG
145653;47;MAIS GRAIN;2019;86;VIENNE;70;MANGEL;86170;;LE ROCHEREAU
145654;47;MAIS GRAIN;2019;82;TARN ET GARONNE;71;LACHURIE Jean-Pierre;82340;SAINT-LOUP;SAINT-LOUP
145655;47;MAIS GRAIN;2019;86;VIENNE;89;MOYNIER;86510;;CHAMPAGNE-LE-SEC
145656;47;MAIS GRAIN;2019;64;PYRENEES ATLANTIQUES;68;C. ALIAGA;64530;GER;GER
145657;47;MAIS GRAIN;2019;40;LANDES;72;C. ALIAGA;40120;LENCOUACQ;LENCOUACQ
145658;47;MAIS GRAIN;2019;72;SARTHE;68;MANGEL;72260;;MAROLLES-LES-BRAULTS
145659;47;MAIS GRAIN;2019;72;SARTHE;71;MANGEL;72300;;VION
145660;47;MAIS GRAIN;2019;49;MAINE ET LOIRE;69;MANGEL;49150;;ECHEMIRE
145661;47;MAIS GRAIN;2019;28;EURE ET LOIR;64;MANGEL;28150;;RECLAINVILLE
145662;47;MAIS GRAIN;2019;41;LOIR ET CHER;72;BOISSIERES;41370;RESTREINT;JOSNES
145663;47;MAIS GRAIN;2019;45;LOIRET;84;BOISSIERES;45320;COURTENAY;COURTENAY
145664;47;MAIS GRAIN;2019;41;LOIR ET CHER;71;Boissieres;41370;NORMAL;JOSNES
145665;47;MAIS GRAIN;2019;40;LANDES;60;C. ALIAGA;40120;LENCOUACQ;LENCOUACQ
145666;47;MAIS GRAIN;2019;69;RHONE;63;Thibaut RAY;69330;PUSIGNAN;PUSIGNAN
145667;47;MAIS GRAIN;2019;64;PYRENEES ATLANTIQUES;60;C. ALIAGA;64160;BUROS;BUROS
145669;47;MAIS GRAIN;2019;24;DORDOGNE;89;GROSSOLEIL;24100;BERGERAC;BERGERAC
145670;47;MAIS GRAIN;2019;31;HAUTE GARONNE;90;LACHURIE Jean-Pierre;31560;CALMONT;CALMONT
145671;47;MAIS GRAIN;2019;31;HAUTE GARONNE;80;LACHURIE Jean-Pierre;31220;MONDAVEZAN;MONDAVEZAN
145672;47;MAIS GRAIN;2019;47;LOT ET GARONNE;89;GROSSOLEIL;47320;;LAFITTE-SUR-LOT
145673;47;MAIS GRAIN;2019;26;DROME;85;RAY;26800;;ETOILE-SUR-RHONE
145674;47;MAIS GRAIN;2019;26;DROME;58;Ray;26000;VALENCE;VALENCE
145675;47;MAIS GRAIN;2019;33;GIRONDE;90;GROSSOLEIL;33230;ST MEDARD DE GUIZIERES;SAINT-MEDARD-DE-GUIZIERES
145676;47;MAIS GRAIN;2019;82;TARN ET GARONNE;83;LACHURIE Jean-Pierre;82340;SAINT-LOUP;SAINT-LOUP
145677;47;MAIS GRAIN;2019;82;TARN ET GARONNE;79;LACHURIE Jean-Pierre;82800;BIOULE;BIOULE
145678;47;MAIS GRAIN;2019;13;BOUCHES DU RHONE;63;MANGEL;13120;;GARDANNE
145679;47;MAIS GRAIN;2019;26;DROME;60;MANGEL;26300;;ALIXAN
145681;47;MAIS GRAIN;2019;40;LANDES;67;MANGEL;40400;;MEILHAN
145682;47;MAIS GRAIN;2019;40;LANDES;69;MANGEL;40320;;SAMADET
145683;47;MAIS GRAIN;2019;40;LANDES;69;MANGEL;40300;;SAINT-ETIENNE-D'ORTHE
145685;47;MAIS GRAIN;2019;47;LOT ET GARONNE;71;MANGEL;47430;;SENESTIS
145686;47;MAIS GRAIN;2019;82;TARN ET GARONNE;70;MANGEL;82800;;BIOULE
145687;47;MAIS GRAIN;2019;82;TARN ET GARONNE;61;MANGEL;82170;;MONBEQUI
145688;47;MAIS GRAIN;2019;40;LANDES;108;C. ALIAGA;40410;Saugnacq et Muret;SAUGNACQ-ET-MURET
145689;47;MAIS GRAIN;2019;33;GIRONDE;75;GROSSOLEIL;33230;ST MEDARD DE GUIZIERES;SAINT-MEDARD-DE-GUIZIERES
145690;47;MAIS GRAIN;2019;36;INDRE;90;Boissiéres;36220;Néons sur creuse;NEONS-SUR-CREUSE
145692;47;MAIS GRAIN;2019;1;AIN;121;Thibaut RAY;1600;MISERIEUX;MISERIEUX
145693;47;MAIS GRAIN;2019;69;RHONE;74;Thibaut RAY;69330;PUSIGNAN;PUSIGNAN
145694;47;MAIS GRAIN;2019;64;PYRENEES ATLANTIQUES;90;C. ALIAGA;64160;BUROS;BUROS
145695;47;MAIS GRAIN;2019;31;HAUTE GARONNE;88;LACHURIE Jean-Pierre;31220;MONDAVEZAN;MONDAVEZAN
145696;47;MAIS GRAIN;2019;8;ARDENNES;87;MANGEL;8220;;SAINT-QUENTIN-LE-PETIT
145698;47;MAIS GRAIN;2019;2;AISNE;89;MANGEL;2670;;CHAMPS
145699;47;MAIS GRAIN;2019;51;MARNE;107;MANGEL;51340;;ETREPY
145700;47;MAIS GRAIN;2019;29;FINISTERE;83;MANGEL;29550;PLOMODIERN;PLOMODIERN
145701;47;MAIS GRAIN;2019;62;PAS DE CALAIS;84;MANGEL;62580;;GIVENCHY-EN-GOHELLE
145702;47;MAIS GRAIN;2019;8;ARDENNES;88;MANGEL;8220;;SEVIGNY-WALEPPE
145703;47;MAIS GRAIN;2019;10;AUBE;90;MANGEL;10500;;PRECY-NOTRE-DAME
145709;47;MAIS GRAIN;2019;62;PAS DE CALAIS;108;MANGEL;62182;;VILLERS-LES-CAGNICOURT
145710;47;MAIS GRAIN;2019;51;MARNE;83;MANGEL;51300;;FAVRESSE
145711;47;MAIS GRAIN;2019;67;BAS RHIN;48;MANGEL;67160;;SEEBACH
145712;47;MAIS GRAIN;2019;1;AIN;47;MANGEL;1240;;MARLIEUX
145713;47;MAIS GRAIN;2019;1;AIN;64;MANGEL;1400;;ROMANS
145714;47;MAIS GRAIN;2019;63;PUY DE DOME;53;MANGEL;63260;;THURET
145715;47;MAIS GRAIN;2019;21;COTE D'OR;48;MANGEL;21170;;LOSNE
145716;47;MAIS GRAIN;2019;67;BAS RHIN;48;MANGEL;67112;;BREUSCHWICKERSHEIM
145717;47;MAIS GRAIN;2019;67;BAS RHIN;54;MANGEL;67870;;GRIESHEIM-PRES-MOLSHEIM
145718;47;MAIS GRAIN;2019;68;HAUT RHIN;71;MANGEL;68127;;OBERHERGHEIM
145719;47;MAIS GRAIN;2019;51;MARNE;46;MANGEL;51300;;THIEBLEMONT-FAREMONT
145720;47;MAIS GRAIN;2019;63;PUY DE DOME;72;MANGEL;63260;AUBIAT;AUBIAT
145721;47;MAIS GRAIN;2019;39;JURA;66;CHAVASSIEUX D;39410;SAINT AUBIN;SAINT-AUBIN
145722;47;MAIS GRAIN;2019;67;BAS RHIN;100;LASSERRE Didier;67230;;WESTHOUSE
145724;47;MAIS GRAIN;2019;41;LOIR ET CHER;50;MANGEL;41310;;SAINT-AMAND-LONGPRE
145725;47;MAIS GRAIN;2019;72;SARTHE;54;MANGEL;72300;;VION
145728;47;MAIS GRAIN;2019;85;VENDEE;53;MANGEL;85400;;LUCON
145730;47;MAIS GRAIN;2019;36;INDRE;48;Boissieres;36220;;NEONS-SUR-CREUSE
145731;47;MAIS GRAIN;2019;18;CHER;66;BOISSIERES;18700;AUBIGNY SUR NERE (RESTREINT);AUBIGNY-SUR-NERE
145732;47;MAIS GRAIN;2019;18;CHER;63;E.Baranger;18130;AXEREAL;VORNAY
145733;47;MAIS GRAIN;2019;41;LOIR ET CHER;66;BOISSIERES;41370;NORMAL;JOSNES
145734;47;MAIS GRAIN;2019;58;NIEVRE;84;BOISSIERES;58150;;SAINT-QUENTIN-SUR-NOHAIN
145735;47;MAIS GRAIN;2019;86;VIENNE;61;MOYNIER;86510;;CHAMPAGNE-LE-SEC
145736;47;MAIS GRAIN;2019;64;PYRENEES ATLANTIQUES;60;C. ALIAGA;64530;GER;GER
145737;47;MAIS GRAIN;2019;18;CHER;66;BOISSIERES;18700;NORMAL;AUBIGNY-SUR-NERE
145826;49;SORGHO (HORS SEMENCE);2019;17;CHARENTE MARITIME;54;;17700;;SAINT-PIERRE-D'AMILLY
145827;49;SORGHO (HORS SEMENCE);2019;31;HAUTE GARONNE;51;;31700;;MONDONVILLE
145828;49;SORGHO (HORS SEMENCE);2019;32;GERS;54;MANGEL;32490;;MARESTAING
145829;49;SORGHO (HORS SEMENCE);2019;32;GERS;54;A. BOUAS;32130;SAMATAN;SAMATAN
145830;49;SORGHO (HORS SEMENCE);2019;32;GERS;54;MANGEL;32120;;SOLOMIAC
145831;49;SORGHO (HORS SEMENCE);2019;81;TARN;54;MANGEL;81600;;RIVIERES
145832;49;SORGHO (HORS SEMENCE);2019;82;TARN ET GARONNE;49;MANGEL;82440;;REALVILLE
145833;49;SORGHO (HORS SEMENCE);2019;31;HAUTE GARONNE;54;LACHURIE;31450;En Crambade;MONTESQUIEU-LAURAGAIS
145834;49;SORGHO (HORS SEMENCE);2019;26;DROME;53;Y.POUSSET;26800;Marcellas Nord;ETOILE-SUR-RHONE
145835;49;SORGHO (HORS SEMENCE);2019;31;HAUTE GARONNE;54;mangel;31320;;AUZEVILLE-TOLOSANE
145836;49;SORGHO (HORS SEMENCE);2019;47;LOT ET GARONNE;54;;47600;;NERAC
145837;49;SORGHO (HORS SEMENCE);2019;31;HAUTE GARONNE;54;;31290;;AVIGNONET-LAURAGAIS
145838;49;SORGHO (HORS SEMENCE);2019;82;TARN ET GARONNE;50;;82440;;REALVILLE
145839;49;SORGHO (HORS SEMENCE);2019;82;TARN ET GARONNE;53;MANGEL;82340;;AUVILLAR
145840;49;SORGHO (HORS SEMENCE);2019;82;TARN ET GARONNE;35;MANGEL;82190;;TOUFFAILLES
145841;49;SORGHO (HORS SEMENCE);2019;32;GERS;36;MANGEL;32490;;MARESTAING
145842;49;SORGHO (HORS SEMENCE);2019;32;GERS;36;A. BOUAS;32130;SAMATAN;SAMATAN
145843;49;SORGHO (HORS SEMENCE);2019;32;GERS;36;;32120;;SOLOMIAC
145844;49;SORGHO (HORS SEMENCE);2019;34;HERAULT;36;;34830;;CLAPIERS
145845;49;SORGHO (HORS SEMENCE);2019;81;TARN;35;;81150;;BERNAC
145847;49;SORGHO (HORS SEMENCE);2019;31;HAUTE GARONNE;36;MANGEL;31590;;VERFEIL
145849;49;SORGHO (HORS SEMENCE);2019;17;CHARENTE MARITIME;27;;17700;;SAINT-PIERRE-D'AMILLY
145850;49;SORGHO (HORS SEMENCE);2019;17;CHARENTE MARITIME;26;MANGEL;17540;;ANAIS
145852;49;SORGHO (HORS SEMENCE);2019;37;INDRE ET LOIRE;25;MANGEL;37510;;SAVONNIERES
145853;49;SORGHO (HORS SEMENCE);2019;38;ISERE;27;;38260;;THODURE
145856;49;SORGHO (HORS SEMENCE);2019;86;VIENNE;27;;86410;;VERRIERES
145857;49;SORGHO (HORS SEMENCE);2019;1;AIN;27;;1800;;FARAMANS
145858;49;SORGHO (HORS SEMENCE);2019;31;HAUTE GARONNE;36;LACHURIE;31450;;MONTESQUIEU-LAURAGAIS
145859;49;SORGHO (HORS SEMENCE);2019;26;DROME;35;Y.POUSSET;26800;Marcellas Nord;ETOILE-SUR-RHONE
145860;49;SORGHO (HORS SEMENCE);2019;26;DROME;36;;26700;;PIERRELATTE
145861;49;SORGHO (HORS SEMENCE);2019;31;HAUTE GARONNE;36;MANGEL;31320;;AUZEVILLE-TOLOSANE
145862;49;SORGHO (HORS SEMENCE);2019;82;TARN ET GARONNE;36;;82340;;AUVILLAR
145863;49;SORGHO (HORS SEMENCE);2019;47;LOT ET GARONNE;36;;47600;;NERAC
145864;49;SORGHO (HORS SEMENCE);2019;34;HERAULT;36;MANGEL;34830;;CLAPIERS
